0,-50,-50
0,-60,-48
0,-51,-50
0,-55,-47
1,-62,-48
2,-47,-41
4,-50,-42
5,-50,-44
6,-52,-44
7,-51,-45
8,-53,-44
10,-54,-44
10,-59,-44
10,-56,-45
11,-56,-44
12,-59,-42
14,-57,-43
14,-56,-43
16,-55,-43
16,-54,-43
18,-55,-43
19,-56,-43
20,-54,-43
20,-55,-44
21,-56,-44
22,-56,-43
23,-57,-43
24,-54,-42
26,-53,-43
27,-55,-43
28,-53,-43
29,-52,-43
30,-52,-43
31,-50,-43
32,-51,-43
33,-49,-43
34,-49,-44
35,-49,-43
36,-47,-43
37,-47,-42
38,-46,-43
39,-47,-43
40,-47,-42
40,-47,-42
42,-47,-41
43,-45,-41
44,-45,-41
45,-45,-41
47,-45,-41
48,-45,-42
49,-44,-42
50,-44,-41
51,-45,-41
51,-45,-41
52,-45,-41
53,-44,-41
55,-44,-41
55,-43,-41
57,-43,-41
58,-44,-41
59,-43,-41
60,-43,-41
61,-44,-41
61,-42,-41
62,-42,-41
63,-43,-41
65,-43,-42
65,-42,-42
68,-42,-42
68,-42,-42
70,-41,-43
70,-41,-44
71,-41,-44
72,-41,-46
74,-41,-46
74,-41,-46
75,-40,-46
76,-40,-46
77,-40,-49
78,-40,-48
79,-40,-48
80,-40,-48
81,-40,-49
82,-40,-53
83,-39,-51
84,-39,-50
85,-40,-53
86,-39,-52
87,-39,-51
88,-39,-51
89,-39,-50
90,-39,-50
91,-38,-48
93,-38,-48
93,-38,-48
95,-39,-48
95,-39,-46
97,-40,-46
98,-39,-43
99,-39,-43
99,-40,-44
100,-39,-43
101,-39,-43
103,-41,-43
104,-39,-42
104,-39,-42
105,-40,-43
106,-39,-41
107,-39,-41
109,-41,-42
110,-40,-40
110,-40,-40
112,-40,-39
114,-40,-39
114,-42,-40
116,-41,-39
116,-41,-38
118,-43,-39
119,-42,-38
120,-42,-38
120,-41,-37
121,-44,-37
122,-43,-37
123,-44,-37
124,-43,-37
125,-44,-37
126,-42,-37
128,-44,-37
128,-46,-37
129,-47,-37
130,-46,-37
131,-47,-37
132,-46,-37
134,-48,-37
135,-49,-38
136,-48,-37
137,-50,-37
138,-50,-37
140,-53,-37
140,-52,-39
140,-51,-38
141,-55,-38
142,-54,-40
143,-53,-39
145,-56,-39
146,-54,-41
147,-54,-40
148,-55,-40
150,-54,-42
150,-55,-41
151,-54,-43
152,-54,-42
154,-53,-44
155,-56,-42
156,-55,-40
157,-56,-41
158,-54,-41
159,-53,-44
159,-54,-44
160,-53,-43
161,-53,-45
162,-54,-44
163,-53,-43
164,-53,-45
165,-53,-44
167,-52,-43
168,-52,-44
168,-53,-44
169,-52,-44
169,-55,-44
170,-56,-45
171,-54,-45
172,-55,-45
174,-54,-45
175,-53,-45
176,-55,-46
177,-54,-47
178,-53,-45
179,-53,-48
180,-52,-46
