0,-63,-64
0,-84,-64
0,-63,-62
0,-79,-62
2,-64,-62
3,-63,-62
4,-82,-63
6,-63,-62
7,-63,-63
8,-60,-65
10,-77,-63
10,-62,-63
10,-60,-66
11,-76,-63
12,-62,-62
14,-60,-69
14,-62,-62
15,-62,-66
16,-60,-71
17,-59,-69
19,-61,-62
20,-59,-71
20,-62,-73
21,-67,-76
21,-61,-62
23,-67,-78
24,-59,-67
25,-66,-74
26,-59,-67
27,-66,-68
28,-61,-62
29,-66,-65
30,-61,-62
32,-61,-62
33,-68,-63
34,-61,-62
34,-59,-63
36,-67,-60
37,-61,-62
38,-60,-62
39,-69,-59
40,-62,-62
40,-58,-62
42,-58,-62
43,-76,-58
44,-63,-62
45,-57,-61
47,-78,-57
47,-56,-62
48,-71,-57
50,-64,-61
50,-56,-62
51,-65,-60
52,-55,-67
53,-65,-58
54,-65,-60
56,-55,-64
56,-55,-65
57,-62,-59
58,-54,-59
60,-60,-59
60,-64,-59
61,-54,-67
62,-54,-68
64,-59,-60
64,-54,-70
66,-57,-61
67,-57,-62
68,-61,-59
69,-60,-59
70,-61,-59
71,-56,-63
72,-64,-66
73,-54,-66
74,-59,-58
75,-55,-70
76,-55,-66
77,-58,-59
78,-59,-64
79,-54,-67
80,-54,-65
80,-55,-66
81,-54,-65
83,-54,-65
84,-57,-60
86,-54,-65
86,-55,-60
87,-54,-64
88,-56,-65
89,-54,-62
89,-54,-62
91,-57,-60
92,-59,-64
93,-54,-61
94,-57,-62
95,-58,-63
96,-56,-63
97,-59,-64
98,-55,-63
99,-56,-64
100,-62,-63
101,-57,-64
102,-61,-62
104,-55,-60
104,-61,-63
105,-55,-59
107,-57,-64
107,-63,-62
109,-63,-61
110,-56,-61
111,-58,-61
112,-64,-61
113,-59,-62
114,-58,-61
116,-66,-62
117,-58,-61
118,-60,-62
119,-58,-61
119,-61,-60
120,-59,-60
121,-61,-60
122,-69,-62
123,-60,-60
124,-62,-59
126,-71,-62
127,-63,-59
128,-73,-62
128,-64,-59
129,-64,-58
130,-66,-57
131,-63,-63
132,-66,-59
134,-74,-63
135,-66,-56
137,-67,-57
137,-68,-56
139,-69,-64
140,-74,-64
140,-69,-56
140,-74,-64
141,-69,-56
143,-74,-64
143,-79,-56
145,-74,-61
146,-75,-61
148,-71,-56
149,-75,-65
151,-74,-57
151,-75,-62
152,-71,-65
153,-76,-65
154,-73,-59
155,-75,-64
156,-69,-59
157,-67,-64
158,-77,-63
159,-67,-60
159,-75,-64
161,-79,-65
161,-66,-62
162,-77,-64
163,-86,-63
165,-77,-63
166,-66,-66
168,-80,-67
168,-80,-65
169,-66,-66
169,-77,-68
170,-74,-68
171,-66,-66
172,-76,-68
172,-66,-67
174,-71,-71
175,-66,-67
176,-69,-73
178,-66,-65
178,-74,-73
178,-69,-69
180,-69,-68
181,-66,-67
