0,-60,-61
0,-64,-57
0,-62,-56
0,-67,-57
1,-66,-58
1,-65,-59
2,-61,-58
3,-62,-59
4,-64,-60
6,-62,-61
7,-58,-62
8,-57,-63
9,-63,-62
10,-64,-65
11,-68,-63
11,-61,-64
12,-67,-65
13,-67,-66
14,-60,-70
16,-59,-67
17,-56,-67
18,-55,-72
19,-55,-73
20,-55,-72
21,-55,-72
22,-54,-70
23,-55,-67
25,-55,-66
25,-55,-66
26,-58,-67
28,-61,-66
29,-62,-65
30,-61,-65
31,-57,-65
31,-57,-63
32,-56,-62
34,-55,-64
35,-55,-65
37,-58,-61
37,-60,-61
39,-61,-61
40,-60,-61
40,-57,-67
41,-57,-67
42,-57,-67
43,-58,-69
44,-58,-68
46,-59,-62
46,-60,-60
48,-61,-58
