0,-60,-73
0,-61,-59
1,-62,-62
1,-60,-67
3,-62,-60
4,-61,-64
5,-61,-62
6,-60,-55
8,-60,-55
8,-62,-58
10,-64,-55
10,-62,-59
11,-59,-54
12,-65,-54
13,-58,-55
14,-67,-53
15,-61,-54
16,-58,-53
17,-69,-53
18,-72,-52
20,-63,-54
20,-63,-53
21,-59,-53
22,-64,-52
22,-57,-53
24,-65,-52
25,-79,-52
26,-57,-54
27,-67,-51
28,-59,-53
28,-69,-53
30,-67,-52
31,-75,-50
32,-60,-55
34,-63,-50
34,-63,-51
36,-82,-50
37,-60,-53
38,-61,-53
39,-68,-50
40,-60,-53
40,-66,-50
41,-64,-50
42,-61,-53
44,-57,-51
45,-63,-53
46,-61,-53
47,-55,-51
48,-58,-51
49,-54,-51
51,-56,-51
51,-54,-51
52,-55,-51
53,-53,-48
54,-55,-52
56,-53,-53
56,-53,-53
58,-58,-54
58,-51,-53
60,-52,-53
61,-53,-54
61,-56,-54
62,-51,-51
63,-50,-52
64,-51,-55
65,-51,-59
67,-55,-55
68,-50,-53
69,-50,-60
70,-49,-53
71,-50,-59
71,-55,-57
72,-47,-54
74,-54,-62
75,-46,-55
76,-49,-63
77,-54,-60
78,-50,-65
79,-49,-68
80,-49,-62
81,-49,-66
82,-49,-59
83,-53,-64
84,-48,-61
85,-48,-61
86,-48,-64
87,-50,-66
88,-53,-81
89,-49,-70
90,-50,-59
90,-50,-71
91,-50,-59
93,-49,-64
94,-50,-56
95,-50,-62
96,-50,-55
98,-54,-56
99,-51,-58
100,-54,-56
101,-49,-57
101,-51,-54
103,-55,-56
104,-51,-54
105,-51,-53
105,-55,-55
106,-52,-52
108,-51,-54
109,-52,-52
110,-56,-55
110,-52,-53
111,-52,-54
112,-57,-54
114,-53,-51
115,-53,-54
116,-58,-54
117,-56,-51
118,-54,-53
119,-63,-56
120,-56,-50
121,-63,-54
122,-62,-54
123,-56,-50
123,-63,-53
125,-57,-53
126,-56,-52
128,-63,-53
129,-56,-52
129,-65,-54
130,-57,-52
131,-64,-54
132,-56,-51
133,-64,-55
135,-57,-51
136,-60,-54
137,-67,-54
138,-59,-53
139,-72,-55
140,-58,-52
141,-60,-53
142,-61,-53
142,-60,-53
144,-65,-55
144,-63,-53
146,-60,-54
146,-64,-53
148,-60,-54
149,-66,-55
150,-65,-52
151,-67,-54
153,-62,-52
154,-69,-57
155,-68,-53
156,-62,-56
157,-68,-57
158,-67,-58
159,-69,-53
160,-68,-59
161,-63,-55
162,-67,-59
162,-67,-53
163,-66,-53
165,-64,-53
165,-66,-53
167,-66,-53
168,-63,-56
168,-66,-61
169,-63,-56
170,-65,-53
171,-63,-56
172,-65,-62
173,-66,-53
174,-65,-56
175,-63,-57
177,-65,-64
178,-63,-57
179,-65,-65
179,-63,-54
179,-64,-65
181,-63,-54
182,-64,-58
