0,-45,-59
0,-49,-57
0,-47,-55
0,-47,-55
1,-47,-58
2,-50,-59
2,-50,-56
4,-51,-61
5,-52,-62
6,-50,-58
7,-48,-58
8,-48,-57
9,-45,-58
10,-48,-59
11,-50,-61
12,-50,-60
12,-50,-60
13,-45,-60
14,-45,-60
16,-45,-60
17,-48,-60
18,-48,-60
20,-46,-59
21,-50,-59
22,-52,-58
22,-49,-57
24,-46,-58
25,-50,-58
26,-54,-55
27,-53,-55
28,-52,-56
29,-52,-58
30,-54,-54
31,-52,-55
32,-54,-56
33,-51,-54
34,-49,-56
35,-48,-57
37,-48,-58
38,-49,-58
39,-49,-58
40,-49,-57
41,-52,-53
42,-51,-52
42,-52,-53
43,-49,-57
45,-50,-52
45,-51,-53
47,-54,-54
48,-54,-53
