0,-65,-54
0,-61,-63
0,-59,-53
1,-63,-54
2,-61,-62
4,-50,-47
5,-54,-50
6,-57,-54
7,-57,-54
8,-57,-54
9,-58,-54
11,-57,-55
11,-58,-55
11,-59,-56
11,-58,-54
13,-58,-54
14,-60,-55
15,-58,-53
16,-58,-53
18,-60,-53
19,-58,-52
20,-58,-52
21,-59,-52
21,-58,-50
23,-57,-49
23,-57,-50
24,-56,-48
25,-56,-49
27,-57,-49
27,-58,-50
29,-57,-48
30,-57,-48
31,-57,-49
31,-57,-48
32,-57,-48
34,-56,-49
35,-56,-48
36,-56,-48
37,-56,-47
38,-56,-47
39,-55,-49
40,-55,-48
40,-56,-48
41,-55,-50
43,-55,-48
44,-56,-48
45,-56,-50
46,-55,-48
48,-55,-46
49,-54,-46
49,-54,-49
51,-53,-48
51,-54,-48
52,-53,-51
54,-53,-50
54,-53,-52
55,-51,-50
57,-52,-49
57,-52,-51
59,-50,-50
59,-51,-49
61,-49,-49
61,-51,-51
62,-50,-50
63,-49,-50
65,-50,-50
66,-49,-50
67,-50,-50
68,-53,-51
69,-50,-51
70,-50,-51
71,-53,-51
71,-50,-52
73,-53,-52
74,-50,-52
75,-50,-53
76,-53,-53
78,-50,-55
78,-53,-54
79,-50,-56
80,-50,-57
80,-50,-58
81,-53,-56
83,-51,-57
84,-54,-56
85,-52,-56
86,-55,-56
87,-51,-57
88,-50,-55
89,-54,-56
90,-52,-54
91,-55,-55
91,-51,-55
93,-50,-53
94,-53,-56
95,-50,-54
96,-50,-52
98,-54,-55
98,-51,-53
99,-50,-51
100,-54,-54
101,-51,-52
102,-51,-50
103,-55,-53
104,-52,-51
105,-51,-50
106,-57,-52
107,-53,-50
108,-52,-48
110,-59,-51
110,-55,-50
112,-53,-48
113,-52,-48
114,-59,-51
115,-56,-49
116,-54,-47
117,-58,-50
119,-56,-49
119,-55,-49
120,-58,-52
121,-57,-49
122,-55,-49
123,-57,-52
124,-57,-50
125,-55,-49
126,-57,-52
128,-58,-50
129,-56,-49
130,-57,-49
130,-56,-49
131,-57,-53
132,-59,-51
133,-61,-50
134,-59,-50
135,-59,-53
137,-62,-51
137,-64,-54
138,-61,-52
140,-63,-51
140,-60,-50
141,-61,-50
142,-62,-50
143,-60,-50
144,-61,-51
146,-61,-50
146,-60,-50
148,-62,-51
149,-62,-50
150,-61,-51
151,-61,-50
152,-63,-51
153,-61,-50
155,-61,-50
156,-62,-52
156,-61,-51
157,-62,-51
159,-62,-51
159,-63,-51
160,-63,-53
161,-63,-52
162,-63,-54
163,-61,-52
164,-61,-53
165,-63,-52
167,-63,-55
168,-60,-53
169,-63,-54
169,-63,-57
169,-60,-55
170,-61,-55
171,-59,-54
172,-65,-55
173,-64,-60
174,-61,-57
175,-62,-58
177,-60,-56
177,-62,-58
179,-62,-63
179,-60,-59
180,-61,-61
