0,-68,-52
0,-70,-57
0,-66,-55
0,-69,-57
1,-66,-53
3,-56,-46
4,-58,-48
5,-59,-50
7,-62,-52
7,-62,-52
8,-61,-52
10,-61,-51
10,-63,-51
10,-61,-52
10,-60,-50
12,-62,-51
13,-61,-51
14,-60,-51
15,-63,-51
16,-61,-50
17,-64,-50
20,-61,-50
20,-64,-50
21,-61,-50
21,-60,-50
23,-63,-50
24,-60,-48
24,-58,-49
26,-60,-49
27,-58,-48
27,-60,-49
28,-58,-48
30,-56,-48
30,-57,-49
32,-56,-48
32,-55,-49
34,-56,-47
34,-55,-47
36,-54,-48
37,-53,-47
38,-53,-48
39,-55,-48
40,-53,-47
41,-53,-48
42,-54,-49
43,-53,-48
45,-53,-48
45,-53,-48
47,-52,-48
48,-52,-48
48,-51,-47
50,-51,-48
50,-51,-48
51,-51,-48
52,-51,-48
53,-51,-48
54,-50,-47
56,-50,-48
57,-50,-49
58,-50,-49
58,-49,-49
60,-49,-49
61,-49,-49
62,-48,-47
63,-47,-48
64,-48,-50
65,-46,-50
66,-46,-50
68,-47,-50
68,-47,-50
69,-47,-51
70,-47,-52
71,-46,-51
71,-45,-52
73,-45,-54
74,-46,-54
75,-45,-53
76,-46,-53
78,-46,-54
78,-45,-54
79,-46,-57
80,-46,-57
82,-45,-57
83,-46,-60
83,-45,-60
85,-46,-63
85,-46,-63
86,-45,-62
87,-46,-61
88,-45,-60
89,-46,-59
90,-46,-63
91,-45,-61
91,-46,-61
93,-45,-58
93,-46,-56
95,-46,-57
97,-45,-55
98,-46,-54
99,-46,-54
100,-45,-55
101,-44,-53
101,-45,-53
103,-45,-49
104,-46,-47
105,-46,-49
105,-46,-48
107,-47,-49
108,-47,-48
109,-47,-49
109,-47,-48
110,-48,-46
112,-48,-47
112,-47,-47
114,-48,-47
115,-49,-46
116,-48,-46
117,-49,-46
119,-50,-46
120,-50,-46
120,-50,-46
122,-51,-47
122,-50,-44
124,-50,-45
124,-51,-46
126,-51,-46
126,-52,-46
128,-51,-46
128,-51,-44
129,-51,-44
130,-51,-45
130,-53,-46
132,-52,-44
132,-52,-45
134,-54,-47
135,-54,-46
137,-54,-46
138,-57,-47
140,-56,-46
140,-56,-47
141,-56,-47
142,-59,-47
143,-58,-48
144,-60,-48
144,-59,-48
146,-62,-48
147,-60,-48
148,-65,-48
149,-63,-48
150,-63,-48
152,-66,-48
153,-64,-48
154,-67,-48
155,-65,-48
156,-64,-49
157,-64,-49
158,-65,-49
158,-63,-49
159,-63,-49
160,-64,-49
161,-65,-49
162,-65,-50
163,-65,-51
165,-66,-52
165,-66,-51
167,-66,-52
168,-65,-52
168,-65,-52
169,-66,-52
170,-66,-54
171,-65,-54
172,-69,-53
172,-67,-54
174,-66,-54
175,-65,-53
176,-65,-53
177,-65,-53
178,-67,-55
179,-67,-55
179,-65,-54
