0,-47,-63
0,-45,-58
0,-43,-58
0,-45,-62
1,-46,-64
1,-46,-63
3,-46,-60
4,-46,-62
5,-46,-59
6,-46,-57
8,-46,-56
9,-46,-54
10,-46,-54
11,-46,-55
11,-46,-55
12,-46,-55
13,-46,-55
14,-46,-54
15,-47,-52
17,-46,-52
18,-46,-49
20,-45,-49
20,-45,-51
21,-47,-51
22,-47,-51
23,-47,-52
24,-48,-49
26,-48,-49
27,-48,-49
28,-48,-50
29,-48,-51
30,-47,-51
31,-47,-51
32,-48,-50
33,-49,-50
34,-49,-49
35,-49,-48
36,-49,-51
37,-49,-51
38,-49,-51
40,-50,-50
41,-50,-51
41,-50,-51
42,-50,-51
43,-50,-52
44,-50,-51
45,-51,-51
47,-51,-51
47,-51,-52
49,-51,-51
