0,-50,-63
0,-47,-63
0,-49,-62
0,-53,-59
0,-50,-63
2,-53,-61
3,-50,-63
4,-53,-62
6,-53,-62
7,-47,-67
8,-53,-62
9,-50,-60
9,-53,-62
10,-50,-59
11,-53,-62
11,-50,-61
13,-53,-60
14,-48,-59
16,-53,-56
17,-48,-59
18,-51,-56
19,-54,-59
20,-47,-60
21,-51,-56
22,-55,-56
23,-48,-56
24,-51,-54
26,-55,-53
27,-48,-56
28,-56,-53
29,-55,-55
30,-49,-56
31,-52,-52
32,-52,-53
33,-50,-54
34,-58,-53
35,-52,-54
36,-54,-52
37,-59,-54
38,-54,-53
39,-55,-52
40,-60,-53
41,-51,-53
42,-55,-53
43,-62,-53
44,-52,-54
45,-57,-52
46,-52,-53
47,-58,-52
49,-53,-52
