0,-41,-40
0,-41,-40
0,-39,-40
0,-38,-43
1,-43,-41
2,-39,-41
3,-42,-42
4,-43,-42
6,-38,-44
6,-41,-46
8,-41,-46
9,-41,-44
10,-38,-47
10,-41,-48
11,-41,-46
12,-38,-51
13,-41,-46
14,-41,-48
16,-37,-58
17,-41,-51
18,-41,-50
19,-38,-59
20,-41,-54
21,-40,-54
22,-38,-54
23,-41,-51
24,-43,-62
25,-38,-49
27,-43,-64
28,-39,-47
29,-41,-49
30,-41,-55
31,-39,-45
32,-39,-45
33,-41,-48
34,-40,-44
35,-41,-47
37,-42,-47
38,-40,-43
39,-42,-46
40,-42,-45
41,-42,-47
41,-40,-42
42,-42,-44
43,-42,-43
43,-43,-44
45,-41,-40
46,-43,-42
47,-40,-41
49,-46,-42
