0,-63,-57
0,-72,-56
0,-63,-56
0,-63,-53
1,-64,-54
3,-63,-57
4,-64,-52
5,-64,-58
7,-64,-53
7,-62,-52
8,-65,-57
10,-63,-52
10,-66,-58
10,-62,-54
10,-66,-57
11,-62,-56
13,-67,-55
15,-61,-51
15,-59,-51
16,-67,-54
17,-58,-50
19,-57,-51
20,-67,-54
20,-57,-50
21,-52,-50
22,-59,-50
24,-68,-51
25,-56,-49
26,-56,-50
27,-65,-50
28,-56,-49
29,-55,-50
30,-55,-51
31,-62,-51
32,-55,-50
33,-63,-50
34,-54,-47
35,-54,-50
35,-54,-47
37,-58,-51
38,-53,-46
39,-59,-49
40,-52,-47
41,-56,-51
42,-52,-46
43,-53,-50
45,-55,-51
46,-53,-51
47,-54,-49
48,-52,-49
49,-53,-51
50,-53,-45
51,-50,-47
51,-52,-49
52,-50,-46
53,-52,-50
55,-52,-49
56,-51,-50
57,-49,-47
58,-51,-50
59,-51,-50
60,-48,-47
61,-51,-50
62,-47,-48
63,-50,-51
64,-44,-51
65,-41,-49
66,-47,-49
68,-50,-53
68,-48,-52
69,-46,-50
70,-45,-54
71,-48,-54
72,-44,-52
73,-49,-55
74,-47,-54
75,-45,-53
76,-47,-59
77,-45,-56
78,-48,-61
79,-48,-62
80,-48,-57
81,-45,-60
83,-48,-64
84,-47,-61
85,-44,-62
86,-48,-61
87,-47,-66
88,-48,-58
89,-47,-83
90,-48,-57
90,-47,-84
90,-44,-55
92,-48,-56
93,-47,-63
94,-44,-53
95,-47,-60
96,-45,-51
98,-48,-53
98,-47,-57
99,-45,-50
101,-48,-50
102,-48,-54
103,-49,-51
104,-48,-53
105,-46,-48
106,-49,-49
107,-48,-52
107,-46,-47
109,-49,-48
110,-47,-47
111,-49,-50
112,-47,-47
112,-50,-48
114,-50,-50
114,-48,-42
116,-51,-47
117,-51,-51
119,-49,-46
120,-51,-47
120,-53,-49
121,-52,-47
122,-53,-49
124,-50,-46
125,-52,-46
125,-52,-45
127,-54,-49
128,-51,-46
129,-52,-47
129,-55,-49
130,-53,-46
131,-53,-47
131,-53,-48
133,-54,-46
134,-59,-48
136,-52,-47
136,-54,-49
137,-61,-50
138,-54,-47
140,-55,-50
141,-55,-47
142,-55,-50
143,-68,-48
144,-55,-48
145,-56,-51
146,-71,-48
147,-58,-44
148,-59,-51
150,-69,-48
150,-60,-47
151,-59,-52
152,-65,-48
154,-62,-50
154,-61,-53
156,-63,-48
156,-62,-49
157,-64,-51
158,-60,-54
159,-61,-50
160,-65,-53
161,-61,-54
162,-66,-52
164,-59,-52
165,-67,-51
166,-62,-55
167,-60,-53
168,-67,-51
168,-62,-56
169,-59,-54
169,-67,-52
170,-60,-55
171,-68,-52
172,-61,-57
173,-68,-52
174,-62,-57
176,-68,-53
177,-63,-57
178,-62,-55
179,-65,-59
180,-64,-57
